cls,fea,nsen,smax,mfmax,cmax,uar,ci95_u,bar,ci95_b,bar_exp,ci95_be_low,ci95_be_upp,eer,cm,eermsg,mcc,auc,mse,r2,ss,amax,amax_std,fmax,fmax_std,pmax,pmax_std,rmax,rmax_std,maxerr,ci95_me_low,ci95_me_low,cm,labels
cnn,pfa,1,bottles,4,98.75268817204302,99.78476821192052,0.08264183601648378,98.75268817204301,0.19791404153235437,98.58465976904931,1.0596597689478404,0.7403402310460883,0.5178268251273344,0,,0.9566062381117975,0.9998273910582909,-,-,-,0.9875268817204302,0.00978072375551045,0.9783799231635903,0.009823998904783703,0.9702095037497116,0.01885444332132714,0.9875268817204302,0.00978072375551045,2.3333333333333335,1.3901831271538228,2.4149231696446654,0,B=>V
cnn,sfa,1,bottles,3,96.12422184493491,99.72682119205298,0.09307737243602343,96.12422184493492,0.34419970811945255,95.9761037407674,1.6511037407497486,1.3988962592231924,1.9949066213921913,0,,0.9426255841308847,0.9989957555178268,-,-,-,0.9612422184493491,0.01139815925898931,0.9711368024448419,0.008271277655074192,0.9815676296926664,0.005817871487998923,0.9612422184493491,0.01139815925898931,7.666666666666666,2.744788279099128,3.6151448693814148,0,B=>V
cnn,sig,1,bottles,4,84.01810979060555,98.92384105960265,0.18399385484754172,84.01810979060555,0.6534541924527737,83.95214636750524,2.6771463675405727,2.572853632389527,8.999999999998039,0,,0.7587382432102822,0.9672749009620827,-,-,-,0.8401810979060554,0.033867983116566566,0.8766420697577333,0.03305607374089447,0.9233376022715889,0.035324722934850304,0.8401810979060554,0.033867983116566566,31.666666666666664,5.226230555984829,5.592782714677902,0,B=>V
