cls,fea,nsen,smax,mfmax,cmax,uar,ci95_u,bar,ci95_b,bar_exp,ci95_be_low,ci95_be_upp,eer,cm,eermsg,mcc,auc,mse,r2,ss,amax,amax_std,fmax,fmax_std,pmax,pmax_std,rmax,rmax_std,maxerr,ci95_me_low,ci95_me_low,cm,labels
svm,pfa,1,bottles,0,85.50000000000001,99.29411764705883,0.1478027620039124,85.5,0.62161528595156,85.43046327832893,2.6054632783312437,2.49453672148906,2.120582120582124,0,,0.8395832889447581,0.9970974358974359,-,-,-,0.8550000000000001,0.008498365855987991,0.9133445457270873,0.00593494277942183,0.9964086084449051,0.00020895875553949468,0.8550000000000001,0.008498365855987991,28.999999999999996,5.071332550028895,5.491608924550712,0,B=>V
svm,sfa,1,bottles,2,68.66666666666666,98.47464503042596,0.21637261792225582,68.66666666666667,0.8189000720232098,68.70860897369313,2.68360897368779,2.7663910262788693,7.110187110187104,0,,0.6062890825301859,0.9831950103950103,-,-,-,0.6866666666666665,0.01452966314513557,0.7676310395848833,0.01603404910721424,0.9923035339962306,0.00035108593601477047,0.6866666666666665,0.01452966314513557,62.66666666666667,5.743648848865601,5.490769276052731,0,B=>V
svm,sig,1,bottles,4,70.38426888426889,97.70385395537525,0.2644296975683802,70.38426888426889,0.80603455046796,70.40778037744374,2.732780377575228,2.8172196225246804,12.831600831600944,0,,0.46131892906015826,0.9512316008316009,-,-,-,0.7038426888426889,0.010430675706840963,0.7287307727690673,0.010965005735137348,0.7621541799564735,0.01920952443831778,0.7038426888426889,0.010430675706840963,58.333333333333336,5.804878119230594,5.638627188636047,0,B=>V
