cls,fea,nsen,smax,mfmax,cmax,uar,ci95_u,bar,ci95_b,bar_exp,ci95_be_low,ci95_be_upp,eer,cm,eermsg,mcc,auc,pr_auc,mse,r2,ss,amax,amax_std,fmax,fmax_std,pmax,pmax_std,rmax,rmax_std,maxerr,ci95_me_low,ci95_me_low,cm,labels
cnn,pfa,1,bottles,9,94.70980380343413,99.6446493964465,0.04295181243839652,94.95684659208527,0.15795748327692705,94.94169893487077,0.7166989348459718,0.683301065033648,2.2022940563086597,0,,0.9239575334204392,0.9973939843847036,-,-,-,-,0.9470980380343412,0.04252303842750887,0.9593911672993495,0.024543697354976544,0.9753990347635373,0.01389421861143644,0.9470980380343412,0.04252303842750887,9.97229916897507,1.3440742461300559,1.4757112571417472,0,B=>V
cnn,sfa,1,bottles,8,92.74812857922382,99.49952529499525,0.05093631757479011,92.15489164709699,0.19408172502042298,92.14701074180421,0.8720107417412026,0.8279892580525972,2.738964198818219,0,,0.8909475862233975,0.9970086530194098,-,-,-,-,0.9274812857922382,0.030500048632192252,0.946363506573804,0.019525566019307144,0.9687819195848938,0.01852876637949469,0.9274812857922382,0.030500048632192252,15.56786703601108,1.6432537089225763,1.7559910989316474,0,B=>V
cnn,sig,1,bottles,14,85.09012176556199,98.97192458971925,0.07281057616252973,84.53893088464535,0.2609601002241724,84.52072551491433,1.0957255148232314,1.0542744849753594,11.191135734055205,0,,0.7670074942023752,0.9510719249140908,-,-,-,-,0.8509012176556199,0.050975850826566416,0.8751189706229918,0.03805274122233026,0.9118195773038525,0.057513167275141185,0.8509012176556199,0.050975850826566416,30.63711911357341,2.121464702280668,2.184576477715694,0,B=>V
