cls,fea,nsen,smax,mfmax,cmax,uar,ci95_u,bar,ci95_b,bar_exp,ci95_be_low,ci95_be_upp,eer,cm,eermsg,mcc,auc,pr_auc,mse,r2,ss,amax,amax_std,fmax,fmax_std,pmax,pmax_std,rmax,rmax_std,maxerr,ci95_me_low,ci95_me_low,cm,labels
snn,pfa,1,bottles,11,86.72085622910629,99.29743659297436,0.06028895490794994,85.78599784131862,0.2520532874754844,85.7275318206973,1.0525318208037926,1.0474681791295515,5.650969529084757,0,,0.8413630609645962,0.9833704314570522,-,-,-,-,0.8672085622910629,0.03387614690214707,0.9200761803282602,0.02362240543035195,0.9945313958065541,0.004324936946864439,0.8672085622910629,0.03387614690214707,28.421052631578945,2.072013483914975,2.142374300743932,0,B=>V
snn,sfa,1,bottles,8,77.190598192078,98.92852298928523,0.07431528801908893,78.76447938902191,0.29520426912154063,78.72697841726624,1.1519784171960534,1.1480215827129436,7.756232686976607,0,,0.7458127514198509,0.9798202421150841,-,-,-,-,0.77190598192078,0.055100892353428875,0.8424767160802943,0.04903536008497188,0.9792201838563954,0.018288840262800726,0.77190598192078,0.055100892353428875,42.4376731301939,2.2939396739926066,2.3185607113454685,0,B=>V
snn,sig,1,bottles,2,55.13027703317276,97.31045707310457,0.1167736809936426,55.57445476927047,0.35865753775857767,55.60271300739652,0.7277130072262161,0.7722869924925879,30.499826207855946,0,,0.1917730247067604,0.7581021127540326,-,-,-,-,0.5513027703317276,0.042047732517684885,0.567312740940102,0.053675511090721245,0.6429563626165488,0.08780350422661458,0.5513027703317276,0.042047732517684885,88.31024930747922,1.5725434317057196,1.4467694063175718,0,B=>V
