cls,fea,nsen,smax,mfmax,cmax,uar,ci95_u,bar,ci95_b,bar_exp,ci95_be_low,ci95_be_upp,eer,cm,eermsg,mcc,auc,pr_auc,mse,r2,ss,amax,amax_std,fmax,fmax_std,pmax,pmax_std,rmax,rmax_std,maxerr,ci95_me_low,ci95_me_low,cm,labels
hmm,pfa,1,bottles,9,93.7671634149949,98.35616438356163,0.09178167074402888,94.37745342996368,0.1662748757737753,94.35630362350369,0.7313036233984049,0.6686963765338838,35.18005540159477,0,	ERR high min 2393.5544,0.7351083170985745,0.7760472483552331,-,-,-,-,0.937671634149949,0.030093110199683682,0.8630754325906446,0.01988875480556083,0.813652957210948,0.028051763678444596,0.937671634149949,0.030093110199683682,9.806094182825484,1.3335066876049892,1.465715366865307,0,B=>V
hmm,sfa,1,bottles,1,80.40001496496251,98.9556489895565,0.07337861586111938,82.85623779001865,0.27204556234455834,82.85516875496015,1.0801687549631844,1.069831245067343,39.733055265903246,0,	ERR low max -4570.0944,0.7588237855216489,0.8647436570681409,-,-,-,-,0.8040001496496251,0.06861190692175942,0.8583637841323146,0.03851229001571677,0.9639777809835592,0.041033869714582824,0.8040001496496251,0.06861190692175942,34.07202216066482,2.1868024643747983,2.238694679854886,0,B=>V
